,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,TOTALES,TOTALES,TOTALES
VILLA RIVERO,talla para la edad (t/e),talla baja (tb),2009-09-01,4,2,5,5,4,8,13,15,28
VILLA SERRANO,talla para la edad (t/e),talla baja (tb),2009-09-01,16,18,24,11,67,74,107,103,210
VILLA TUNARI,talla para la edad (t/e),talla baja (tb),2009-09-01,38,32,47,51,63,66,148,149,297
VILLA VACA GUZMAN (MUYUPAMPA),talla para la edad (t/e),talla baja (tb),2009-09-01,3,1,2,6,9,13,14,20,34
VILLAZON,talla para la edad (t/e),talla baja (tb),2009-09-01,21,16,50,27,51,51,122,94,216
VINTO,talla para la edad (t/e),talla baja (tb),2009-09-01,5,3,9,12,7,10,21,25,46
VITICHI,talla para la edad (t/e),talla baja (tb),2009-09-01,6,9,20,17,39,50,65,76,141
WALDO BALLIVIAN,talla para la edad (t/e),talla baja (tb),2009-09-01,1,1,8,10,1,3,10,14,24
WARNES,talla para la edad (t/e),talla baja (tb),2009-09-01,7,4,12,6,9,20,28,30,58
YACO,talla para la edad (t/e),talla baja (tb),2009-09-01,7,8,11,7,20,23,38,38,76
YACUIBA,talla para la edad (t/e),talla baja (tb),2009-09-01,25,21,34,28,38,51,97,100,197
YAMPARAEZ,talla para la edad (t/e),talla baja (tb),2009-09-01,8,4,30,27,100,104,138,135,273
YANACACHI,talla para la edad (t/e),talla baja (tb),2009-09-01,0,1,1,2,3,2,4,5,9
YAPACANI,talla para la edad (t/e),talla baja (tb),2009-09-01,3,4,4,4,4,4,11,12,23
YOCALLA,talla para la edad (t/e),talla baja (tb),2009-09-01,8,8,11,7,6,9,25,24,49
YOTALA,talla para la edad (t/e),talla baja (tb),2009-09-01,5,4,11,5,22,24,38,33,71
YUNCHARA,talla para la edad (t/e),talla baja (tb),2009-09-01,6,5,24,12,39,22,69,39,108
ZUDAÑEZ,talla para la edad (t/e),talla baja (tb),2009-09-01,3,3,13,10,57,49,73,62,135
ACACIO,talla para la edad (t/e),talla baja (tb),2009-10-01,18,22,36,37,49,54,103,113,216
ACHACACHI,talla para la edad (t/e),talla baja (tb),2009-10-01,19,15,18,14,15,20,52,49,101
ACHOCALLA,talla para la edad (t/e),talla baja (tb),2009-10-01,0,1,0,0,1,0,1,1,2
AIQUILE,talla para la edad (t/e),talla baja (tb),2009-10-01,17,11,28,23,58,51,103,85,188
ALALAY,talla para la edad (t/e),talla baja (tb),2009-10-01,1,3,6,13,25,23,32,39,71
ALCALA,talla para la edad (t/e),talla baja (tb),2009-10-01,2,1,10,6,29,33,41,40,81
ANCORAIMES,talla para la edad (t/e),talla baja (tb),2009-10-01,11,9,12,18,20,26,43,53,96
ANDAMARCA,talla para la edad (t/e),talla baja (tb),2009-10-01,4,2,7,7,33,27,44,36,80
ANTEQUERA,talla para la edad (t/e),talla baja (tb),2009-10-01,4,3,5,2,2,1,11,6,17
ANZALDO,talla para la edad (t/e),talla baja (tb),2009-10-01,7,14,7,18,8,9,22,41,63
APOLO,talla para la edad (t/e),talla baja (tb),2009-10-01,8,5,10,8,19,26,37,39,76
ARAMPAMPA,talla para la edad (t/e),talla baja (tb),2009-10-01,12,11,8,13,15,22,35,46,81
ARANI,talla para la edad (t/e),talla baja (tb),2009-10-01,2,3,10,5,6,5,18,13,31
ARBIETO,talla para la edad (t/e),talla baja (tb),2009-10-01,3,0,10,4,11,10,24,14,38
ARQUE,talla para la edad (t/e),talla baja (tb),2009-10-01,27,31,57,34,49,64,133,129,262
ATOCHA,talla para la edad (t/e),talla baja (tb),2009-10-01,11,5,9,12,12,10,32,27,59
AUCAPATA,talla para la edad (t/e),talla baja (tb),2009-10-01,0,2,1,2,10,6,11,10,21
AYATA,talla para la edad (t/e),talla baja (tb),2009-10-01,15,11,44,45,36,29,95,85,180
AYO AYO,talla para la edad (t/e),talla baja (tb),2009-10-01,17,6,13,2,5,4,35,12,47
AYOPAYA (V. DE INDEPENDENCIA),talla para la edad (t/e),talla baja (tb),2009-10-01,28,25,46,30,41,36,115,91,206
AZURDUY,talla para la edad (t/e),talla baja (tb),2009-10-01,16,18,47,29,117,113,180,160,340
BATALLAS,talla para la edad (t/e),talla baja (tb),2009-10-01,3,7,6,8,10,9,19,24,43
BAURES,talla para la edad (t/e),talla baja (tb),2009-10-01,0,1,9,3,9,6,18,10,28
BELEN DE ANDAMARCA,talla para la edad (t/e),talla baja (tb),2009-10-01,1,1,1,1,5,8,7,10,17
BELEN DE URMIRI,talla para la edad (t/e),talla baja (tb),2009-10-01,2,0,3,3,2,6,7,9,16
BERMEJO,talla para la edad (t/e),talla baja (tb),2009-10-01,2,0,1,4,4,12,7,16,23
BETANZOS,talla para la edad (t/e),talla baja (tb),2009-10-01,59,34,78,57,99,93,236,184,420
BOLIVAR,talla para la edad (t/e),talla baja (tb),2009-10-01,21,12,31,18,70,48,122,78,200
BOLPEBRA,talla para la edad (t/e),talla baja (tb),2009-10-01,1,2,0,2,6,2,7,6,13
BOYUIBE,talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,2,0,0,3,2,3,5
BUENA VISTA,talla para la edad (t/e),talla baja (tb),2009-10-01,0,2,3,3,1,3,4,8,12
CABEZAS,talla para la edad (t/e),talla baja (tb),2009-10-01,2,5,5,8,8,4,15,17,32
CAIROMA,talla para la edad (t/e),talla baja (tb),2009-10-01,10,5,16,7,25,16,51,28,79
"CAIZA ""D""",talla para la edad (t/e),talla baja (tb),2009-10-01,14,8,16,20,14,15,44,43,87
CAJUATA,talla para la edad (t/e),talla baja (tb),2009-10-01,6,1,4,8,8,2,18,11,29
CALACOTO,talla para la edad (t/e),talla baja (tb),2009-10-01,9,8,17,10,7,12,33,30,63
CALAMARCA,talla para la edad (t/e),talla baja (tb),2009-10-01,13,5,15,11,16,18,44,34,78
CAMARGO,talla para la edad (t/e),talla baja (tb),2009-10-01,15,16,34,24,86,82,135,122,257
CAMATAQUI (C. VILLA ABECIA),talla para la edad (t/e),talla baja (tb),2009-10-01,1,0,8,6,4,9,13,15,28
CAMIRI,talla para la edad (t/e),talla baja (tb),2009-10-01,7,5,9,9,9,21,25,35,60
CAPINOTA,talla para la edad (t/e),talla baja (tb),2009-10-01,5,4,22,21,12,19,39,44,83
CAQUIAVIRI,talla para la edad (t/e),talla baja (tb),2009-10-01,9,2,14,9,21,14,44,25,69
CARACOLLO,talla para la edad (t/e),talla baja (tb),2009-10-01,19,11,29,29,18,18,66,58,124
CARANAVI,talla para la edad (t/e),talla baja (tb),2009-10-01,18,21,34,58,38,55,90,134,224
CARANGAS,talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,0,0,0,1,0,1,1
CARAPARI,talla para la edad (t/e),talla baja (tb),2009-10-01,2,3,12,5,10,7,24,15,39
CARIPUYO,talla para la edad (t/e),talla baja (tb),2009-10-01,30,38,48,43,101,79,179,160,339
CARMEN RIVERO TORREZ,talla para la edad (t/e),talla baja (tb),2009-10-01,0,1,0,0,6,0,6,1,7
CATACORA,talla para la edad (t/e),talla baja (tb),2009-10-01,2,1,3,1,11,12,16,14,30
CHACARILLA,talla para la edad (t/e),talla baja (tb),2009-10-01,1,4,2,1,0,0,3,5,8
CHALLAPATA,talla para la edad (t/e),talla baja (tb),2009-10-01,28,16,51,27,37,32,116,75,191
CHAQUI,talla para la edad (t/e),talla baja (tb),2009-10-01,13,9,13,16,27,28,53,53,106
CHARAGUA,talla para la edad (t/e),talla baja (tb),2009-10-01,2,1,16,10,16,14,34,25,59
CHARAÑA,talla para la edad (t/e),talla baja (tb),2009-10-01,1,0,2,2,1,0,4,2,6
CHAYANTA,talla para la edad (t/e),talla baja (tb),2009-10-01,23,28,54,34,82,80,159,142,301
CHIMORE,talla para la edad (t/e),talla baja (tb),2009-10-01,2,10,9,6,15,13,26,29,55
CHIPAYA,talla para la edad (t/e),talla baja (tb),2009-10-01,2,1,6,2,1,4,9,7,16
CHOQUE COTA,talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),talla para la edad (t/e),talla baja (tb),2009-10-01,1,0,0,5,1,0,2,5,7
CHUMA,talla para la edad (t/e),talla baja (tb),2009-10-01,6,6,17,16,30,37,53,59,112
CLIZA,talla para la edad (t/e),talla baja (tb),2009-10-01,11,1,4,5,3,2,18,8,26
COBIJA,talla para la edad (t/e),talla baja (tb),2009-10-01,15,9,19,18,14,10,48,37,85
COCHABAMBA,talla para la edad (t/e),talla baja (tb),2009-10-01,42,40,44,42,38,45,124,127,251
COIPASA,talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,2,0,0,0,2,0,2
COLCAPIRHUA,talla para la edad (t/e),talla baja (tb),2009-10-01,3,2,1,7,5,3,9,12,21
"COLCHA ""K""",talla para la edad (t/e),talla baja (tb),2009-10-01,13,2,9,2,17,13,39,17,56
COLLANA,talla para la edad (t/e),talla baja (tb),2009-10-01,4,4,1,3,1,4,6,11,17
COLOMI,talla para la edad (t/e),talla baja (tb),2009-10-01,10,13,31,28,29,38,70,79,149
COLPA BELGICA,talla para la edad (t/e),talla baja (tb),2009-10-01,1,0,0,0,2,0,3,0,3
COLQUECHACA,talla para la edad (t/e),talla baja (tb),2009-10-01,85,66,119,106,38,42,242,214,456
COLQUENCHA,talla para la edad (t/e),talla baja (tb),2009-10-01,11,5,13,7,19,19,43,31,74
COLQUIRI,talla para la edad (t/e),talla baja (tb),2009-10-01,24,11,19,16,33,32,76,59,135
COMANCHE,talla para la edad (t/e),talla baja (tb),2009-10-01,2,2,3,1,4,1,9,4,13
COMARAPA,talla para la edad (t/e),talla baja (tb),2009-10-01,1,2,7,4,17,3,25,9,34
COMBAYA,talla para la edad (t/e),talla baja (tb),2009-10-01,3,0,1,1,1,2,5,3,8
CONCEPCION,talla para la edad (t/e),talla baja (tb),2009-10-01,4,3,3,6,4,7,11,16,27
COPACABANA,talla para la edad (t/e),talla baja (tb),2009-10-01,0,1,2,0,2,1,4,2,6
CORIPATA,talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,1,2,2,5,3,7,10
CORO CORO,talla para la edad (t/e),talla baja (tb),2009-10-01,2,8,5,2,10,11,17,21,38
COROICO,talla para la edad (t/e),talla baja (tb),2009-10-01,1,0,0,3,2,3,3,6,9
CORQUE,talla para la edad (t/e),talla baja (tb),2009-10-01,2,1,7,5,9,8,18,14,32
COTAGAITA,talla para la edad (t/e),talla baja (tb),2009-10-01,21,18,55,43,69,74,145,135,280
COTOCA,talla para la edad (t/e),talla baja (tb),2009-10-01,17,20,14,24,13,17,44,61,105
CUATRO CAÑADAS,talla para la edad (t/e),talla baja (tb),2009-10-01,1,0,1,2,1,10,3,12,15
CUCHUMUELA (V. G. VILLARROEL),talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,0,1,1,0,1,1,2
CUEVO,talla para la edad (t/e),talla baja (tb),2009-10-01,8,0,5,3,15,11,28,14,42
CULPINA,talla para la edad (t/e),talla baja (tb),2009-10-01,26,13,40,26,81,83,147,122,269
CURAHUARA DE CARANGAS,talla para la edad (t/e),talla baja (tb),2009-10-01,5,3,21,10,7,8,33,21,54
CURVA,talla para la edad (t/e),talla baja (tb),2009-10-01,2,1,11,7,28,16,41,24,65
DESAGUADERO,talla para la edad (t/e),talla baja (tb),2009-10-01,3,3,0,1,5,0,8,4,12
EL ALTO,talla para la edad (t/e),talla baja (tb),2009-10-01,492,266,419,290,267,252,1178,808,1986
EL CHORO,talla para la edad (t/e),talla baja (tb),2009-10-01,2,2,4,4,2,3,8,9,17
EL PUENTE(STC),talla para la edad (t/e),talla baja (tb),2009-10-01,4,2,2,2,5,3,11,7,18
EL PUENTE(TJA),talla para la edad (t/e),talla baja (tb),2009-10-01,6,3,14,9,17,17,37,29,66
EL TORNO,talla para la edad (t/e),talla baja (tb),2009-10-01,3,6,10,9,14,11,27,26,53
EL VILLAR,talla para la edad (t/e),talla baja (tb),2009-10-01,3,2,13,13,40,36,56,51,107
ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2009-10-01,17,10,9,12,12,20,38,42,80
ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2009-10-01,6,11,19,16,21,24,46,51,97
ESCARA,talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,0,0,1,0,1,0,1
EUCALIPTUS,talla para la edad (t/e),talla baja (tb),2009-10-01,7,1,14,7,15,14,36,22,58
EUREKA (SANTOS MERCADO),talla para la edad (t/e),talla baja (tb),2009-10-01,1,0,0,0,0,0,1,0,1
EXALTACION,talla para la edad (t/e),talla baja (tb),2009-10-01,0,1,1,0,3,0,4,1,5
FERNANDEZ ALONSO,talla para la edad (t/e),talla baja (tb),2009-10-01,0,2,1,0,3,3,4,5,9
FILADELFIA,talla para la edad (t/e),talla baja (tb),2009-10-01,1,0,1,0,3,0,5,0,5
GENERAL SAAVEDRA,talla para la edad (t/e),talla baja (tb),2009-10-01,5,1,6,2,10,10,21,13,34
GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla baja (tb),2009-10-01,12,5,12,4,24,16,48,25,73
GUANAY,talla para la edad (t/e),talla baja (tb),2009-10-01,5,8,10,11,11,6,26,25,51
GUAQUI,talla para la edad (t/e),talla baja (tb),2009-10-01,4,1,8,0,2,0,14,1,15
GUAYARAMERIN,talla para la edad (t/e),talla baja (tb),2009-10-01,12,5,4,4,5,1,21,10,31
GUTIERREZ,talla para la edad (t/e),talla baja (tb),2009-10-01,18,12,27,11,40,42,85,65,150
HUACARETA,talla para la edad (t/e),talla baja (tb),2009-10-01,2,0,10,7,15,8,27,15,42
HUACAYA (VILLA DE HUACAYA),talla para la edad (t/e),talla baja (tb),2009-10-01,3,3,4,7,5,6,12,16,28
HUACHACALLA,talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,2,2,5,5,7,7,14
HUANUNI,talla para la edad (t/e),talla baja (tb),2009-10-01,31,12,15,10,9,13,55,35,90
HUARACAJE,talla para la edad (t/e),talla baja (tb),2009-10-01,1,1,3,1,0,1,4,3,7
HUAYLLAMARCA,talla para la edad (t/e),talla baja (tb),2009-10-01,1,4,2,5,3,7,6,16,22
ICHOCA,talla para la edad (t/e),talla baja (tb),2009-10-01,8,5,7,11,16,15,31,31,62
ICLA,talla para la edad (t/e),talla baja (tb),2009-10-01,19,4,29,26,110,121,158,151,309
INCAHUASI,talla para la edad (t/e),talla baja (tb),2009-10-01,50,42,67,55,180,174,297,271,568
INQUISIVI,talla para la edad (t/e),talla baja (tb),2009-10-01,8,2,3,2,9,14,20,18,38
IRUPANA (VILLA DE LANZA),talla para la edad (t/e),talla baja (tb),2009-10-01,4,4,5,2,6,7,15,13,28
IXIAMAS,talla para la edad (t/e),talla baja (tb),2009-10-01,6,1,6,5,10,8,22,14,36
JESUS DE MACHACA,talla para la edad (t/e),talla baja (tb),2009-10-01,9,4,12,9,10,9,31,22,53
LA ASUNTA,talla para la edad (t/e),talla baja (tb),2009-10-01,6,7,2,7,7,10,15,24,39
LA GUARDIA,talla para la edad (t/e),talla baja (tb),2009-10-01,7,13,9,7,16,13,32,33,65
LA PAZ,talla para la edad (t/e),talla baja (tb),2009-10-01,350,270,330,170,291,239,971,679,1650
LA RIVERA,talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,0,1,0,0,0,1,1
LAGUNILLAS,talla para la edad (t/e),talla baja (tb),2009-10-01,1,4,2,4,6,8,9,16,25
LAJA,talla para la edad (t/e),talla baja (tb),2009-10-01,6,4,4,7,3,3,13,14,27
LAS CARRERAS,talla para la edad (t/e),talla baja (tb),2009-10-01,4,0,9,4,8,4,21,8,29
LICOMA PAMPA,talla para la edad (t/e),talla baja (tb),2009-10-01,1,0,1,0,4,2,6,2,8
LLALLAGUA,talla para la edad (t/e),talla baja (tb),2009-10-01,20,19,35,34,37,47,92,100,192
LLICA,talla para la edad (t/e),talla baja (tb),2009-10-01,7,2,3,5,8,9,18,16,34
LORETO,talla para la edad (t/e),talla baja (tb),2009-10-01,0,2,3,4,1,0,4,6,10
LURIBAY,talla para la edad (t/e),talla baja (tb),2009-10-01,5,2,4,2,12,8,21,12,33
MACHACAMARCA,talla para la edad (t/e),talla baja (tb),2009-10-01,2,0,2,1,3,0,7,1,8
MACHARETI,talla para la edad (t/e),talla baja (tb),2009-10-01,4,4,6,5,16,9,26,18,44
MAGDALENA,talla para la edad (t/e),talla baja (tb),2009-10-01,1,9,2,2,1,3,4,14,18
MAIRANA,talla para la edad (t/e),talla baja (tb),2009-10-01,7,5,1,3,5,10,13,18,31
MALLA,talla para la edad (t/e),talla baja (tb),2009-10-01,0,1,4,1,7,2,11,4,15
MAPIRI,talla para la edad (t/e),talla baja (tb),2009-10-01,5,5,8,6,5,3,18,14,32
MECAPACA,talla para la edad (t/e),talla baja (tb),2009-10-01,3,1,4,3,6,4,13,8,21
MINEROS,talla para la edad (t/e),talla baja (tb),2009-10-01,10,3,15,6,5,7,30,16,46
MIZQUE,talla para la edad (t/e),talla baja (tb),2009-10-01,12,5,31,25,52,53,95,83,178
MOCOMOCO,talla para la edad (t/e),talla baja (tb),2009-10-01,2,6,13,7,24,21,39,34,73
MOJINETE,talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,0,0,0,1,0,1,1
MOJOCOYA,talla para la edad (t/e),talla baja (tb),2009-10-01,5,8,4,11,19,24,28,43,71
MONTEAGUDO,talla para la edad (t/e),talla baja (tb),2009-10-01,12,3,11,6,47,28,70,37,107
MONTERO,talla para la edad (t/e),talla baja (tb),2009-10-01,19,15,17,18,19,13,55,46,101
MORO MORO,talla para la edad (t/e),talla baja (tb),2009-10-01,2,0,1,0,1,2,4,2,6
MOROCHATA,talla para la edad (t/e),talla baja (tb),2009-10-01,29,20,52,43,44,37,125,100,225
NACEBE (SANTA ROSA DEL ABUNA),talla para la edad (t/e),talla baja (tb),2009-10-01,7,7,1,0,2,3,10,10,20
NUEVO MANOA (NUEVA ESPERANZA),talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,0,0,1,0,1,0,1
OCURI,talla para la edad (t/e),talla baja (tb),2009-10-01,42,29,76,73,102,96,220,198,418
OKINAWA,talla para la edad (t/e),talla baja (tb),2009-10-01,1,1,2,0,1,1,4,2,6
OMEREQUE,talla para la edad (t/e),talla baja (tb),2009-10-01,1,2,6,0,7,3,14,5,19
ORURO,talla para la edad (t/e),talla baja (tb),2009-10-01,156,85,152,92,123,94,431,271,702
PADCAYA,talla para la edad (t/e),talla baja (tb),2009-10-01,2,0,13,5,11,8,26,13,39
PADILLA,talla para la edad (t/e),talla baja (tb),2009-10-01,15,4,12,10,71,63,98,77,175
PAILON,talla para la edad (t/e),talla baja (tb),2009-10-01,1,10,1,0,3,2,5,12,17
PALCA,talla para la edad (t/e),talla baja (tb),2009-10-01,7,8,6,13,19,15,32,36,68
PALOS BLANCOS,talla para la edad (t/e),talla baja (tb),2009-10-01,4,3,11,10,8,15,23,28,51
PAMPA AULLAGAS,talla para la edad (t/e),talla baja (tb),2009-10-01,7,3,15,4,6,10,28,17,45
PAMPA GRANDE,talla para la edad (t/e),talla baja (tb),2009-10-01,2,1,3,2,2,4,7,7,14
PAPEL PAMPA,talla para la edad (t/e),talla baja (tb),2009-10-01,2,0,2,3,4,6,8,9,17
PASORAPA,talla para la edad (t/e),talla baja (tb),2009-10-01,0,1,1,3,7,7,8,11,19
PATACAMAYA,talla para la edad (t/e),talla baja (tb),2009-10-01,23,19,17,22,14,9,54,50,104
PAZÑA,talla para la edad (t/e),talla baja (tb),2009-10-01,6,4,11,8,21,16,38,28,66
PELECHUCO,talla para la edad (t/e),talla baja (tb),2009-10-01,3,1,2,4,2,8,7,13,20
POCOATA,talla para la edad (t/e),talla baja (tb),2009-10-01,51,42,89,80,110,120,250,242,492
POCONA,talla para la edad (t/e),talla baja (tb),2009-10-01,4,7,17,18,13,14,34,39,73
POJO (CBBA),talla para la edad (t/e),talla baja (tb),2009-10-01,4,3,7,12,17,18,28,33,61
POOPO,talla para la edad (t/e),talla baja (tb),2009-10-01,5,3,14,5,13,10,32,18,50
PORCO,talla para la edad (t/e),talla baja (tb),2009-10-01,20,9,20,21,16,17,56,47,103
POROMA,talla para la edad (t/e),talla baja (tb),2009-10-01,15,13,26,29,50,55,91,97,188
PORONGO,talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,2,1,2,1,4,2,6
PORTACHUELO,talla para la edad (t/e),talla baja (tb),2009-10-01,3,2,2,3,4,2,9,7,16
PORVENIR,talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,3,1,3,1,6,2,8
POSTRER VALLE,talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,1,0,0,0,1,0,1
POTOSI,talla para la edad (t/e),talla baja (tb),2009-10-01,174,94,176,114,129,114,479,322,801
PRESTO,talla para la edad (t/e),talla baja (tb),2009-10-01,9,3,30,18,104,76,143,97,240
PUCARA,talla para la edad (t/e),talla baja (tb),2009-10-01,1,2,1,1,4,2,6,5,11
PUCARANI,talla para la edad (t/e),talla baja (tb),2009-10-01,21,12,37,22,17,28,75,62,137
PUERTO ACOSTA,talla para la edad (t/e),talla baja (tb),2009-10-01,11,18,31,19,22,27,64,64,128
PUERTO CARABUCO,talla para la edad (t/e),talla baja (tb),2009-10-01,13,10,9,10,7,12,29,32,61
PUERTO GONZALO MORENO,talla para la edad (t/e),talla baja (tb),2009-10-01,6,2,17,7,29,22,52,31,83
PUERTO QUIJARRO,talla para la edad (t/e),talla baja (tb),2009-10-01,0,2,2,0,1,0,3,2,5
PUERTO RICO,talla para la edad (t/e),talla baja (tb),2009-10-01,1,2,7,4,1,3,9,9,18
PUERTO SILES,talla para la edad (t/e),talla baja (tb),2009-10-01,0,1,1,3,3,3,4,7,11
PUERTO SUAREZ,talla para la edad (t/e),talla baja (tb),2009-10-01,4,6,4,0,7,1,15,7,22
PUERTO VILLARROEL,talla para la edad (t/e),talla baja (tb),2009-10-01,51,34,81,61,75,83,207,178,385
PUNA,talla para la edad (t/e),talla baja (tb),2009-10-01,53,34,85,58,123,112,261,204,465
PUNATA,talla para la edad (t/e),talla baja (tb),2009-10-01,2,0,10,12,12,6,24,18,42
QUIABAYA,talla para la edad (t/e),talla baja (tb),2009-10-01,1,0,5,3,6,3,12,6,18
QUILLACOLLO,talla para la edad (t/e),talla baja (tb),2009-10-01,3,6,3,13,11,6,17,25,42
QUIME,talla para la edad (t/e),talla baja (tb),2009-10-01,5,12,18,8,30,38,53,58,111
QUIRUSILLAS,talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,0,1,1,0,1,1,2
RAVELO,talla para la edad (t/e),talla baja (tb),2009-10-01,49,34,96,92,174,200,319,326,645
REYES,talla para la edad (t/e),talla baja (tb),2009-10-01,9,5,10,3,6,2,25,10,35
RIBERALTA,talla para la edad (t/e),talla baja (tb),2009-10-01,17,19,32,27,28,20,77,66,143
ROBORE,talla para la edad (t/e),talla baja (tb),2009-10-01,1,1,2,0,3,2,6,3,9
RURRENABAQUE,talla para la edad (t/e),talla baja (tb),2009-10-01,1,0,2,0,0,0,3,0,3
SABAYA,talla para la edad (t/e),talla baja (tb),2009-10-01,1,0,1,0,3,2,5,2,7
SACABA,talla para la edad (t/e),talla baja (tb),2009-10-01,29,24,58,55,46,48,133,127,260
SACABAMBA,talla para la edad (t/e),talla baja (tb),2009-10-01,3,2,3,4,13,16,19,22,41
SACACA,talla para la edad (t/e),talla baja (tb),2009-10-01,67,50,85,83,118,146,270,279,549
SAIPINA,talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,0,1,0,0,0,1,1
SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla baja (tb),2009-10-01,8,6,18,4,16,20,42,30,72
SAMAIPATA,talla para la edad (t/e),talla baja (tb),2009-10-01,1,0,0,1,5,6,6,7,13
SAN AGUSTIN,talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,0,1,2,1,2,2,4
SAN ANDRES,talla para la edad (t/e),talla baja (tb),2009-10-01,2,1,3,5,1,6,6,12,18
SAN ANDRES DE MACHACA,talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,3,3,2,3,5,6,11
SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla baja (tb),2009-10-01,3,4,3,3,3,5,9,12,21
SAN ANTONIO DE LOMERIO,talla para la edad (t/e),talla baja (tb),2009-10-01,3,0,6,4,15,11,24,15,39
SAN BENITO,talla para la edad (t/e),talla baja (tb),2009-10-01,10,3,18,10,26,12,54,25,79
SAN BORJA,talla para la edad (t/e),talla baja (tb),2009-10-01,28,15,15,9,33,40,76,64,140
SAN BUENA VENTURA,talla para la edad (t/e),talla baja (tb),2009-10-01,5,0,5,4,8,2,18,6,24
SAN CARLOS,talla para la edad (t/e),talla baja (tb),2009-10-01,0,3,3,2,3,3,6,8,14
SAN IGNACIO,talla para la edad (t/e),talla baja (tb),2009-10-01,4,8,24,12,17,6,45,26,71
SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla baja (tb),2009-10-01,1,2,3,1,3,1,7,4,11
SAN JAVIER(BNI),talla para la edad (t/e),talla baja (tb),2009-10-01,1,0,2,1,2,3,5,4,9
SAN JAVIER(STC),talla para la edad (t/e),talla baja (tb),2009-10-01,5,13,9,17,7,13,21,43,64
SAN JOAQUIN,talla para la edad (t/e),talla baja (tb),2009-10-01,3,0,2,2,5,0,10,2,12
SAN JOSE DE CHIQUITOS,talla para la edad (t/e),talla baja (tb),2009-10-01,1,0,0,2,5,5,6,7,13
SAN JUAN DE YAPACANI,talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,1,2,5,2,6,4,10
SAN JULIAN,talla para la edad (t/e),talla baja (tb),2009-10-01,3,1,3,2,2,2,8,5,13
SAN LORENZO(PND),talla para la edad (t/e),talla baja (tb),2009-10-01,5,1,2,1,2,1,9,3,12
SAN LORENZO(TJA),talla para la edad (t/e),talla baja (tb),2009-10-01,6,3,10,6,7,8,23,17,40
SAN LUCAS,talla para la edad (t/e),talla baja (tb),2009-10-01,79,55,144,98,286,312,509,465,974
SAN MATIAS,talla para la edad (t/e),talla baja (tb),2009-10-01,1,12,6,14,5,4,12,30,42
SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,1,1,3,1,4,2,6
SAN PABLO DE LIPEZ,talla para la edad (t/e),talla baja (tb),2009-10-01,1,1,2,5,6,6,9,12,21
SAN PEDRO,talla para la edad (t/e),talla baja (tb),2009-10-01,2,2,2,5,3,8,7,15,22
SAN PEDRO DE BUENA VISTA,talla para la edad (t/e),talla baja (tb),2009-10-01,67,51,75,72,90,90,232,213,445
SAN PEDRO DE CURAHUARA,talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,2,1,4,5,6,6,12
SAN PEDRO DE QUEMES,talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,1,0,1,0,2,0,2
SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,0,1,0,0,0,1,1
SAN PEDRO(PND),talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,0,1,1,3,1,4,5
SAN RAFAEL,talla para la edad (t/e),talla baja (tb),2009-10-01,0,0,0,1,0,0,0,1,1
SAN RAMON,talla para la edad (t/e),talla baja (tb),2009-10-01,3,1,1,1,13,0,17,2,19
SANTA ANA,talla para la edad (t/e),talla baja (tb),2009-10-01,3,5,5,8,4,1,12,14,26
SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla baja (tb),2009-10-01,133,139,77,113,68,84,278,336,614
SANTA ROSA,talla para la edad (t/e),talla baja (tb),2009-10-01,3,2,1,3,2,1,6,6,12
