,group,variable,month,a. 10 - 14 años,a. 10 - 14 años,b. 15 - 19 años,b. 15 - 19 años,c. 20 - 39 años,c. 20 - 39 años,d. 40 - 49 años,d. 40 - 49 años,e. 50 - 59 años,e. 50 - 59 años,TOTALES,TOTALES,TOTALES
VILLA TUNARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,1,0,37,0,0,0,0,0,38,0,38
VINTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,1,0,8,0,3,0,0,0,12,0,12
YACO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,1,1
YACUIBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,1,0,10,0,0,0,0,0,11,0,11
YAPACANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,6,0,1,0,0,0,7,0,7
ACHACACHI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,1,0,1,0,0,0,2,0,2
AIQUILE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,3,0,3,0,0,0,0,0,6,0,6
AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,2,0,0,0,0,0,2,0,2
BERMEJO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,1,0,2,0,0,0,0,0,3,0,3
CAMIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,3,0,2,0,0,0,0,0,5,0,5
CAPINOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,3,0,5,0,0,0,0,0,8,0,8
CAQUIAVIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,1,0,0,0,0,0,0,0,1,0,1
CARACOLLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,2,0,0,0,0,0,2,0,2
CARANAVI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,1,0,11,0,0,0,0,0,12,0,12
CARMEN RIVERO TORREZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,1,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CHARAGUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,3,0,0,0,0,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,7,0,39,0,4,0,0,0,50,0,50
COLCAPIRHUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,8,0,0,0,0,0,8,0,8
CONCEPCION,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,1,0,4,0,0,0,0,0,5,0,5
COROICO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CURAHUARA DE CARANGAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,8,0,44,1,5,0,0,0,57,1,58
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,3,0,12,0,0,0,0,0,15,0,15
ENTRE RIOS CBBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,1,0,3,0,0,0,0,0,4,0,4
GUAYARAMERIN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,1,0,3,0,0,0,0,0,4,0,4
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,3,0,0,0,0,0,3,0,3
INCAHUASI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,1,1
LA ASUNTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,1,1,0,0,0,0,1,1,2
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,1,0,114,0,15,0,0,0,130,0,130
LLALLAGUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,3,0,15,0,1,0,0,0,19,0,19
MAIRANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
MAPIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,1,1
MONTERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,1,0,15,0,0,0,0,0,16,0,16
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,1,0,15,0,1,0,0,0,17,0,17
PAILON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,11,0,0,0,0,0,11,0,11
PALOS BLANCOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,1,1
POJO (CBBA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,1,0,0,0,0,0,0,0,1,0,1
POTOSI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,2,0,26,0,2,0,0,0,30,0,30
PUERTO VILLARROEL,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,2,2,0,0,0,0,2,2,4
PUNATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,5,0,1,0,0,0,6,0,6
QUILLACOLLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,4,0,34,0,0,0,0,0,38,0,38
RIBERALTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,1,0,10,0,0,0,0,0,11,0,11
ROBORE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,1,0,1,0,0,0,0,0,2,0,2
SACABA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,2,0,20,0,1,0,0,0,23,0,23
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,2,0,3,0,0,0,0,0,5,0,5
SAN JOAQUIN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN JULIAN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,2,0,11,0,0,0,0,0,13,0,13
SAN MATIAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,1,1,0,0,0,0,1,1,2
SANTA ANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,8,2,121,65,4,7,0,0,133,74,207
SANTA ROSA DEL SARA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,2,0,0,0,0,0,2,0,2
SHINAOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,2,0,8,0,1,0,0,0,11,0,11
SUCRE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,8,0,46,0,4,1,0,0,58,1,59
TARABUCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
TARIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,3,0,0,0,0,0,3,0,3
TIQUIPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,2,0,6,0,0,0,0,0,8,0,8
TITO YUPANQUI (PARQUIPUJIO),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
TUPIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,4,0,0,0,0,0,4,0,4
UYUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,5,0,0,0,0,0,5,0,5
VALLEGRANDE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,2,0,3,0,0,0,0,0,5,0,5
VILLA MONTES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,2,0,4,0,0,0,0,0,6,0,6
VILLA TUNARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,4,0,46,0,3,0,0,0,53,0,53
VILLAZON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,0,0,2,0,0,0,2,0,2
VINTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,2,0,13,0,0,0,0,0,15,0,15
WARNES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,7,6,5,0,0,0,12,6,18
YACUIBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,2,0,6,0,0,0,0,0,8,0,8
YAPACANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,5,0,0,0,0,0,5,0,5
ZUDAÑEZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
AIQUILE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,1,0,5,0,0,0,0,0,6,0,6
BERMEJO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,1,0,4,0,0,0,0,0,5,0,5
CAJUATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,0,0,0,2,0,0,0,0,0,2,2
CAPINOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,1,0,11,0,0,0,0,0,12,0,12
CARANAVI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,2,0,16,0,3,0,0,0,21,0,21
CHALLAPATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,0,0,0,0,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,0,0,3,0,0,0,0,0,3,0,3
CLIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,4,0,2,0,0,0,0,0,6,0,6
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,3,0,14,0,3,0,0,0,20,0,20
COLCAPIRHUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,0,0,4,0,1,0,0,0,5,0,5
CONCEPCION,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,0,0,3,0,0,0,0,0,3,0,3
COROICO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,0,0,5,0,0,0,0,0,5,0,5
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,3,0,60,2,6,1,0,0,69,3,72
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,4,0,1,0,0,0,0,0,5,0,5
ENTRE RIOS CBBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,0,0,3,0,0,0,0,0,3,0,3
HUACARETA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,0,0,1,0,0,0,0,0,1,0,1
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,1,0,5,0,0,0,0,0,6,0,6
INCAHUASI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,0,0,1,0,0,0,0,0,1,0,1
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,9,0,107,0,5,0,0,0,121,0,121
LLALLAGUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,3,0,1,0,14,0,0,0,0,0,18,0,18
MAPIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,0,0,0,2,0,0,0,0,0,2,2
MONTERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,7,0,29,0,2,0,0,0,38,0,38
OCURI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,0,0,1,0,0,0,0,0,1,0,1
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,2,0,15,0,1,0,0,0,18,0,18
PAILON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,2,0,5,0,0,0,0,0,7,0,7
PATACAMAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,0,0,0,0,1,0,0,0,1,0,1
POTOSI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,2,1,16,7,2,0,1,0,21,8,29
PUERTO VILLARROEL,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,3,0,21,0,5,0,0,0,29,0,29
PUNATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,0,0,1,0,0,0,0,0,1,0,1
QUILLACOLLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,7,0,43,0,0,0,0,0,50,0,50
ROBORE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,0,0,3,0,0,0,0,0,3,0,3
RURRENABAQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,1,0,2,0,0,0,0,0,3,0,3
SACABA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,5,0,20,0,1,0,0,0,26,0,26
SAN BORJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,1,0,5,0,0,0,0,0,6,0,6
SAN BUENA VENTURA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,2,0,1,0,0,0,0,0,3,0,3
SAN JULIAN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,0,0,5,0,0,0,0,0,5,0,5
SAN LORENZO(PND),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,0,0,1,1,0,0,0,0,1,1,2
SAN LUCAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA ANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,1,0,6,0,0,0,0,0,7,0,7
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,6,2,94,60,4,7,0,0,104,69,173
SANTA ROSA DEL SARA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SENA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SHINAOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,2,0,12,0,0,0,0,0,14,0,14
SUCRE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,8,0,61,0,2,0,0,0,71,0,71
TARABUCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,1,0,1,0,0,0,0,0,2,0,2
TIQUIPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,0,0,6,0,0,0,0,0,6,0,6
TOTORA(CBBA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,1,0,3,0,0,0,0,0,4,0,4
TUPIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,0,0,1,0,0,0,0,0,1,0,1
UYUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,1,0,1,0,6,0,0,0,0,0,8,0,8
VILLA MONTES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,5,0,4,0,1,0,0,0,10,0,10
VILLA TUNARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,1,0,4,0,25,0,1,0,0,0,31,0,31
VINTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,2,0,15,0,1,0,0,0,18,0,18
WARNES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,0,1,11,5,1,0,0,0,12,6,18
YACUIBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,1,0,11,0,0,0,0,0,12,0,12
YAPACANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-09-01,0,0,1,0,10,0,1,0,0,0,12,0,12
AIQUILE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,2,0,5,0,0,0,0,0,7,0,7
AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,1,0,0,0,0,0,1,0,1
BERMEJO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,2,0,0,0,0,0,2,0,2
CAMARGO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,2,0,0,0,0,0,2,0,2
CAMIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,1,0,2,0,0,0,0,0,3,0,3
CAPINOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,1,0,8,0,1,0,0,0,10,0,10
CHALLAPATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,1,0,7,0,0,0,0,0,8,0,8
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CLIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,1,0,3,0,0,0,0,0,4,0,4
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,5,0,39,2,10,1,0,0,54,3,57
COLCAPIRHUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,1,0,14,0,0,0,0,0,15,0,15
CONCEPCION,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,1,0,2,0,4,0,0,0,0,0,7,0,7
COROICO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,3,0,2,0,0,0,5,0,5
CULPINA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,1,1
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,7,0,65,1,6,0,0,0,78,1,79
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,1,0,4,0,0,0,0,0,5,0,5
ENTRE RIOS CBBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,6,0,1,0,0,0,7,0,7
GUAYARAMERIN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,1,0,1,0,1,0,0,0,3,0,3
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,1,3,0,0,0,0,0,3,1,4
INCAHUASI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,1,0,0,0,0,0,1,0,1
LA GUARDIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,1,0,0,0,0,0,1,0,1
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,10,0,145,0,17,0,0,0,172,0,172
LLALLAGUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,1,0,0,0,0,0,1,0,1
MAPIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,1,1
MONTERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,3,0,31,1,0,0,0,0,34,1,35
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,1,0,14,0,2,0,0,0,17,0,17
PAILON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,9,0,1,0,0,0,10,0,10
PATACAMAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,1,0,0,0,0,0,1,0,1
POTOSI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,2,0,41,3,4,0,0,0,47,3,50
PUERTO GONZALO MORENO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,1,1
PUERTO VILLARROEL,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,1,1
QUILLACOLLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,11,0,39,0,1,0,0,0,51,0,51
RAQAYPAMPA(ETA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,1,1
ROBORE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,1,0,0,0,0,0,0,0,1,0,1
SACABA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,1,0,18,0,3,0,0,0,22,0,22
SAN BORJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,1,0,6,0,1,0,0,0,8,0,8
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,7,0,1,0,0,0,8,0,8
SAN JULIAN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,3,0,11,0,0,0,0,0,14,0,14
SAN LUCAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN MATIAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTA ANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,1,0,4,0,1,0,0,0,0,0,6,0,6
